loan_amount,rate_of_interest,Upfront_charges,term,property_value,Credit_Score,income,open_credit,Neg_ammortization,interest_only,lump_sum_payment,age,Region,business_or_commercial,occupancy_type,Secured_by,Status
546500,3.99,2596.45,360.0,808000.0,532,5220.0,0,0,0,1,3,1,0,0,0,1
416500,5.375,4061.41,360.0,628000.0,804,4320.0,0,0,0,0,3,1,0,2,0,0
326500,4.125,0.0,360.0,378000.0,629,5760.0,0,0,1,0,3,0,1,0,0,0
436500,4.75,9425.87,360.0,568000.0,543,7440.0,0,0,0,0,2,1,0,0,0,0
676500,3.75,8412.5,360.0,848000.0,747,13200.0,0,0,0,0,1,1,0,0,0,0
306500,3.99,6530.15,360.0,388000.0,886,3480.0,0,0,0,0,5,0,0,0,0,0
376500,4.56,6920.0,360.0,558000.0,644,4200.0,0,0,0,0,4,1,0,0,0,0
136500,4.5,3457.16,360.0,168000.0,641,1860.0,0,0,0,0,3,1,1,0,0,0
536500,3.99,1675.27,360.0,708000.0,780,8940.0,0,0,0,0,1,1,0,0,0,0
226500,3.99,3974.69,180.0,358000.0,863,3540.0,0,0,0,0,3,1,0,0,0,0
516500,4.375,0.0,360.0,628000.0,551,5400.0,0,0,0,0,2,0,0,0,0,0
386500,3.625,1734.21,360.0,478000.0,594,4260.0,0,0,0,0,2,0,0,0,0,0
366500,3.75,0.0,360.0,498000.0,832,9300.0,0,0,0,0,4,1,0,0,0,0
616500,4.25,1212.95,360.0,828000.0,521,8820.0,0,0,0,0,2,0,0,0,0,0
556500,4.56,14260.0,360.0,698000.0,898,6060.0,0,0,0,0,3,2,0,0,0,0
726500,4.0,1267.1,360.0,778000.0,523,21000.0,0,0,0,0,2,0,0,0,0,0
556500,4.25,9051.68,360.0,658000.0,791,10620.0,0,0,0,0,1,1,0,0,0,0
406500,3.375,0.0,360.0,998000.0,857,16920.0,0,0,0,0,2,1,0,0,0,0
496500,3.25,0.0,360.0,508000.0,888,5760.0,0,0,0,0,2,1,0,0,0,0
546500,2.75,795.0,360.0,2258000.0,794,11880.0,0,0,0,0,4,1,0,0,0,0
576500,4.56,0.0,360.0,718000.0,732,13080.0,0,0,0,0,2,0,0,0,0,0
336500,4.5,1084.69,360.0,358000.0,826,7620.0,0,0,0,0,6,0,0,0,0,0
176500,3.375,3949.69,180.0,368000.0,898,5400.0,0,0,0,0,2,1,0,0,0,0
326500,3.99,3213.0,360.0,388000.0,714,5400.0,0,0,0,0,4,0,0,0,0,0
426500,4.625,0.0,240.0,568000.0,892,13440.0,0,1,0,0,3,1,0,0,0,0
336500,3.75,6662.48,360.0,408000.0,864,7680.0,0,0,0,0,2,0,0,0,0,0
126500,3.99,3015.5,360.0,218000.0,836,4380.0,0,0,0,0,4,1,0,0,0,0
156500,3.75,4689.53,360.0,178000.0,679,2400.0,0,0,0,0,5,1,0,0,0,0
346500,4.5,6000.0,360.0,388000.0,571,5880.0,0,0,0,0,1,0,0,0,0,0
436500,3.99,2596.45,360.0,418000.0,882,7140.0,0,0,0,1,1,1,0,0,0,1
396500,3.99,5238.0,360.0,508000.0,774,8700.0,0,0,0,0,5,0,0,0,0,0
236500,3.99,2596.45,360.0,418000.0,617,16560.0,0,0,0,0,4,1,0,2,0,1
106500,4.25,2534.75,180.0,268000.0,872,1860.0,0,0,0,0,5,0,0,0,0,0
426500,4.5,10260.0,360.0,538000.0,610,9600.0,0,0,0,0,4,0,0,0,0,0
196500,4.56,1130.31,360.0,208000.0,693,2760.0,0,0,0,0,2,0,0,0,0,0
336500,3.99,6245.0,360.0,378000.0,634,4500.0,0,0,0,0,4,0,0,0,0,0
256500,3.875,5112.0,360.0,288000.0,737,6000.0,0,0,0,0,3,1,0,0,0,0
416500,4.625,4267.38,360.0,488000.0,553,10680.0,0,0,0,0,2,1,0,0,0,0
476500,4.625,0.0,360.0,678000.0,561,6420.0,0,1,0,0,3,0,0,2,0,0
346500,3.99,2596.45,360.0,378000.0,532,5880.0,0,0,1,0,2,0,0,0,0,1
486500,3.99,2596.45,360.0,738000.0,669,6120.0,0,0,0,0,3,0,0,0,0,1
256500,4.625,2459.6,360.0,288000.0,846,8220.0,0,1,0,0,1,1,0,0,0,0
236500,3.875,297.21,300.0,468000.0,516,3540.0,0,0,0,0,2,1,0,0,0,0
346500,3.875,5096.03,360.0,438000.0,827,4200.0,0,0,0,0,5,1,0,0,0,0
266500,3.99,2596.45,360.0,418000.0,833,2400.0,0,0,0,0,3,0,0,0,0,1
346500,3.25,4675.0,360.0,398000.0,748,7740.0,0,0,0,0,4,1,0,0,0,0
286500,4.56,0.0,360.0,308000.0,768,8760.0,0,0,0,0,3,1,0,0,0,0
486500,3.99,2596.45,300.0,418000.0,891,3960.0,0,1,1,0,2,0,0,0,0,1
256500,3.99,2596.45,360.0,418000.0,505,10680.0,0,0,0,0,6,0,0,0,0,1
266500,4.0,5280.0,360.0,338000.0,508,3300.0,0,0,0,0,3,1,0,0,0,0
176500,3.99,3453.13,360.0,238000.0,704,7020.0,0,0,0,0,2,0,0,1,0,0
356500,3.75,0.0,360.0,648000.0,736,4800.0,0,0,1,0,3,0,0,0,0,0
166500,3.99,2596.45,180.0,228000.0,529,1980.0,0,0,0,0,4,1,0,0,0,1
546500,4.75,1295.0,360.0,688000.0,772,5760.0,0,0,0,0,3,0,0,0,0,0
166500,4.56,2887.5,360.0,278000.0,783,3300.0,0,0,0,0,6,0,0,0,0,0
276500,3.5,6612.0,360.0,298000.0,836,2700.0,0,0,0,0,0,0,0,0,0,0
176500,4.125,3663.23,360.0,178000.0,853,3300.0,0,0,0,0,2,0,1,0,0,0
46500,3.99,2596.45,180.0,418000.0,645,4140.0,0,1,1,0,2,0,1,0,0,1
66500,3.625,1869.56,360.0,88000.0,596,1320.0,0,0,0,0,4,1,1,0,0,0
256500,4.5,999.0,360.0,248000.0,822,4800.0,0,0,0,0,2,2,0,0,0,0
566500,3.99,2596.45,360.0,418000.0,859,6300.0,0,0,0,0,6,0,0,0,0,1
156500,3.375,1040.82,360.0,178000.0,596,5880.0,0,0,0,0,5,1,0,0,0,0
206500,4.875,2834.56,360.0,218000.0,835,3240.0,0,0,0,0,3,2,0,0,0,0
426500,3.875,0.0,360.0,558000.0,831,6180.0,0,0,0,0,3,1,0,0,0,0
366500,3.125,0.0,360.0,378000.0,670,5280.0,0,0,0,0,4,0,1,0,0,0
486500,4.0,2025.08,360.0,808000.0,899,5700.0,0,0,0,0,2,1,0,0,0,0
556500,4.25,2497.5,240.0,1168000.0,685,20160.0,0,0,0,0,2,0,0,2,0,0
346500,4.125,5643.0,360.0,428000.0,699,4980.0,0,0,0,0,1,1,0,0,0,0
466500,3.99,2596.45,360.0,418000.0,858,4380.0,0,0,0,0,5,0,0,0,0,1
326500,4.375,2752.5,360.0,418000.0,793,13980.0,0,0,0,0,4,1,0,0,0,0
516500,3.99,2596.45,360.0,418000.0,895,5520.0,0,0,0,0,1,1,0,0,0,1
206500,4.875,0.0,360.0,218000.0,724,4440.0,0,0,0,0,0,1,0,0,0,0
246500,4.5,4201.56,360.0,398000.0,612,3420.0,0,1,0,0,4,0,0,0,0,0
606500,3.99,2596.45,360.0,1508000.0,619,4500.0,0,0,0,0,6,0,0,0,0,1
316500,4.125,7636.05,360.0,358000.0,810,4440.0,0,0,0,0,3,1,0,1,0,0
56500,3.99,2596.45,360.0,68000.0,637,2760.0,0,0,0,0,1,0,0,0,0,1
466500,3.75,0.0,240.0,538000.0,609,7680.0,0,0,0,0,2,1,0,0,0,0
706500,4.125,1699.64,360.0,948000.0,531,15720.0,0,0,0,0,2,2,0,0,0,0
306500,4.75,88.07,360.0,358000.0,869,4020.0,0,1,0,0,1,0,0,0,0,0
436500,3.99,877.74,240.0,518000.0,799,8760.0,0,0,0,0,3,1,0,0,0,0
276500,3.99,2596.45,240.0,298000.0,680,4020.0,0,0,0,0,5,1,0,0,0,1
256500,3.99,2596.45,120.0,418000.0,705,9120.0,0,0,0,0,2,0,0,2,0,1
356500,3.375,10488.95,360.0,818000.0,871,3180.0,0,0,0,0,5,0,0,0,0,0
216500,3.99,2596.45,312.0,418000.0,896,2820.0,0,0,0,0,6,1,0,0,0,1
306500,2.99,8777.5,180.0,428000.0,884,5640.0,0,0,0,0,4,1,0,0,0,0
506500,3.99,2596.45,360.0,418000.0,683,6960.0,0,0,0,0,3,0,0,0,0,1
586500,4.375,0.0,360.0,998000.0,689,14700.0,0,0,0,0,4,0,0,0,0,0
556500,4.125,0.0,360.0,998000.0,749,7380.0,0,0,0,0,6,1,0,0,0,0
226500,3.99,0.0,360.0,238000.0,884,5760.0,0,0,0,0,2,0,1,0,0,0
266500,3.99,1015.82,360.0,288000.0,741,5760.0,0,0,0,0,3,0,0,0,0,0
116500,4.625,3360.0,360.0,168000.0,539,2100.0,0,0,0,0,2,1,0,0,0,0
216500,3.99,2596.45,360.0,418000.0,693,0.0,0,0,0,0,2,1,1,0,0,1
136500,4.875,3770.0,360.0,248000.0,819,9240.0,0,0,0,0,2,3,0,2,0,0
236500,3.99,7638.39,348.0,368000.0,748,4620.0,0,0,0,0,5,0,0,0,0,0
586500,3.875,1403.96,360.0,608000.0,735,7740.0,0,0,0,0,1,1,1,0,0,0
166500,4.25,1848.16,360.0,188000.0,860,6120.0,0,0,0,0,1,0,1,0,0,0
276500,3.99,2596.45,180.0,418000.0,713,8520.0,0,0,0,0,4,1,0,0,0,1
286500,4.5,5365.1,360.0,418000.0,503,6480.0,0,0,0,0,5,1,0,0,0,0
126500,3.99,2596.45,360.0,128000.0,703,12180.0,0,0,0,0,4,0,0,2,0,1
366500,3.875,848.81,360.0,438000.0,707,7080.0,0,0,0,0,2,0,1,0,0,0
256500,3.99,2596.45,360.0,238000.0,637,5040.0,0,0,0,0,2,1,1,0,0,1
366500,4.5,4900.0,360.0,528000.0,726,5160.0,0,0,0,0,6,1,0,0,0,0
306500,3.99,5154.42,360.0,458000.0,762,4860.0,0,0,0,0,3,0,0,0,0,0
556500,3.375,155.02,360.0,578000.0,856,5760.0,0,0,0,0,2,0,0,0,0,0
346500,4.99,0.0,360.0,538000.0,763,960.0,0,0,0,0,2,0,0,2,0,0
476500,3.75,8445.38,240.0,738000.0,618,7920.0,0,0,0,0,5,0,0,0,0,0
456500,3.75,0.0,360.0,748000.0,688,4920.0,0,0,0,0,2,1,0,0,0,0
156500,4.75,4370.0,360.0,538000.0,722,2820.0,0,0,0,0,4,0,0,0,0,0
256500,3.99,5894.0,360.0,268000.0,666,3420.0,0,0,0,0,1,1,0,0,0,0
236500,4.25,5900.0,360.0,328000.0,791,2580.0,0,0,0,1,6,1,0,0,0,0
696500,3.75,0.0,360.0,958000.0,547,9480.0,0,0,0,0,2,1,0,0,0,0
486500,4.75,1991.2,360.0,1038000.0,565,14460.0,0,0,0,0,5,0,0,2,0,0
306500,2.75,1669.13,360.0,388000.0,659,5760.0,0,0,0,0,5,1,0,0,0,0
176500,3.99,3881.25,360.0,228000.0,853,2400.0,0,0,0,0,1,1,0,0,0,0
706500,4.5,566.84,360.0,888000.0,737,14700.0,0,0,0,0,3,2,0,0,0,0
216500,3.875,287.5,360.0,378000.0,582,5940.0,0,0,0,0,5,1,0,0,0,0
476500,3.625,0.0,240.0,568000.0,872,13500.0,0,0,0,0,2,1,0,0,0,0
216500,3.625,1391.77,360.0,328000.0,871,5760.0,0,0,0,0,1,1,0,0,0,0
606500,4.625,0.0,360.0,638000.0,538,8520.0,0,0,0,0,1,0,0,0,0,0
116500,3.99,2596.45,360.0,418000.0,516,2700.0,0,0,0,0,3,2,1,0,0,1
206500,3.99,2596.45,360.0,228000.0,619,5880.0,0,0,0,0,4,0,0,0,0,1
166500,3.99,5012.0,240.0,218000.0,896,1980.0,0,0,0,0,3,0,0,0,0,0
516500,3.875,1468.2,360.0,648000.0,894,8220.0,0,0,0,0,2,1,0,0,0,0
166500,3.875,4450.0,156.0,278000.0,601,5280.0,0,1,0,0,4,0,0,0,0,0
386500,3.99,10527.88,360.0,488000.0,781,12480.0,0,0,0,0,2,0,1,0,0,0
256500,5.625,2650.0,360.0,438000.0,793,16200.0,0,1,0,0,2,0,0,2,0,0
486500,3.625,1444.61,360.0,818000.0,733,9720.0,0,0,1,0,3,1,0,0,0,0
466500,4.99,295.0,360.0,958000.0,782,8880.0,0,1,0,0,2,0,0,2,0,0
446500,4.18,678.84,360.0,748000.0,601,6540.0,0,0,0,0,4,1,0,0,0,0
486500,4.375,0.0,360.0,868000.0,823,9360.0,0,1,0,0,4,1,0,0,0,0
176500,3.875,7378.18,360.0,268000.0,587,2040.0,0,0,0,0,6,0,0,0,0,0
166500,3.99,2596.45,300.0,418000.0,505,3060.0,0,1,0,0,6,0,0,2,0,1
346500,3.49,0.0,360.0,348000.0,890,5760.0,0,0,0,0,2,1,1,0,0,0
396500,3.99,2596.45,360.0,498000.0,561,3600.0,0,0,0,0,1,1,0,0,0,1
276500,4.25,8450.0,360.0,348000.0,748,5700.0,0,0,0,0,5,1,0,0,0,0
166500,3.625,4278.75,240.0,358000.0,854,3540.0,0,0,0,0,5,0,0,0,0,0
206500,3.875,3078.0,360.0,228000.0,741,8280.0,0,0,0,0,3,1,0,0,0,0
616500,3.99,2596.45,360.0,1278000.0,857,7920.0,0,0,0,0,5,0,0,0,0,1
96500,3.99,2596.45,300.0,418000.0,800,1500.0,0,0,0,1,2,0,1,0,0,1
526500,3.99,2596.45,360.0,798000.0,688,1440.0,0,1,0,0,5,1,0,0,0,1
256500,4.625,2596.45,360.0,368000.0,599,6060.0,0,0,0,0,5,1,0,0,0,0
676500,3.99,2596.45,360.0,418000.0,501,6240.0,0,0,0,0,6,1,0,2,0,1
296500,3.99,2596.45,360.0,308000.0,781,6240.0,0,0,0,0,5,0,0,0,0,1
326500,4.375,6555.63,360.0,478000.0,649,9060.0,0,0,0,0,2,1,0,0,0,0
566500,3.625,0.0,180.0,928000.0,514,14340.0,0,0,0,0,3,0,0,0,0,0
156500,4.125,3500.0,360.0,258000.0,730,4440.0,0,0,0,0,2,1,0,0,0,0
186500,4.99,900.0,360.0,198000.0,707,3660.0,0,0,0,0,5,0,0,0,0,0
236500,4.375,2300.0,360.0,238000.0,591,6960.0,0,0,0,0,4,1,0,0,0,0
286500,4.125,2955.0,240.0,398000.0,705,3180.0,0,0,0,0,4,0,0,0,0,0
426500,3.99,9810.0,360.0,538000.0,659,7200.0,0,0,0,0,2,2,0,0,0,0
386500,3.625,0.0,360.0,978000.0,525,5220.0,0,0,0,0,1,0,0,0,0,0
516500,3.99,2596.45,360.0,418000.0,566,10500.0,0,0,0,1,3,0,0,0,0,1
166500,3.99,3626.42,360.0,238000.0,603,2820.0,0,0,0,0,4,1,0,0,0,0
576500,3.99,2596.45,360.0,818000.0,789,11280.0,0,1,0,0,4,2,1,0,0,1
196500,3.5,2881.28,180.0,248000.0,880,5760.0,0,0,0,0,4,0,0,0,0,0
106500,4.25,2775.0,180.0,238000.0,643,4980.0,0,0,0,0,4,1,0,0,0,0
156500,4.125,3875.0,360.0,308000.0,800,2040.0,0,0,0,0,5,1,0,0,0,0
226500,3.625,0.0,360.0,228000.0,897,3780.0,0,0,1,0,1,1,1,0,0,0
206500,3.5,4850.4,360.0,308000.0,531,1860.0,0,0,0,0,6,0,0,0,0,0
346500,3.75,4650.0,300.0,498000.0,586,9840.0,0,0,0,0,2,1,0,0,0,0
676500,5.19,10571.0,360.0,908000.0,834,14220.0,0,0,0,0,4,2,0,2,0,0
806500,3.625,9702.5,360.0,1508000.0,834,12600.0,0,0,0,0,4,0,0,0,0,0
576500,3.5,0.0,360.0,588000.0,563,9000.0,0,0,1,0,1,0,1,0,0,0
316500,4.0,0.0,360.0,328000.0,767,5340.0,0,0,0,0,1,1,0,0,0,0
286500,3.875,4254.29,360.0,328000.0,690,4020.0,0,0,0,0,5,0,0,0,0,0
466500,3.75,2480.75,360.0,558000.0,616,7440.0,0,0,0,0,2,2,0,0,0,0
86500,4.75,3026.5,360.0,258000.0,845,3420.0,0,0,0,0,4,1,0,0,0,0
396500,3.625,1295.0,360.0,528000.0,807,6900.0,0,0,0,0,2,0,0,0,0,0
526500,3.75,5775.0,360.0,558000.0,685,7380.0,0,0,0,0,3,0,0,0,0,0
286500,3.99,4069.0,360.0,458000.0,681,3120.0,0,0,0,0,6,0,0,0,0,0
56500,3.875,1609.14,180.0,218000.0,772,2760.0,0,0,0,0,5,0,1,0,0,0
126500,3.375,4713.6,360.0,288000.0,521,1800.0,0,0,1,0,3,2,0,0,0,0
646500,3.75,6000.0,360.0,828000.0,747,11760.0,0,1,0,0,2,1,0,0,0,0
206500,5.375,871.76,360.0,278000.0,531,11940.0,0,0,0,0,2,1,0,2,0,0
426500,3.99,2596.45,360.0,418000.0,658,5460.0,0,0,1,0,1,0,1,0,0,1
206500,3.99,2596.45,360.0,418000.0,558,12780.0,0,1,0,0,3,0,0,0,0,1
266500,4.25,1248.24,360.0,398000.0,514,7020.0,0,0,0,0,3,1,0,0,0,0
136500,3.99,2596.45,360.0,338000.0,584,2340.0,0,0,0,0,6,2,1,0,0,1
326500,3.625,4342.72,360.0,348000.0,585,6420.0,0,0,0,0,3,0,0,0,0,0
706500,4.18,0.0,360.0,938000.0,666,9000.0,0,0,0,0,3,1,0,0,0,0
196500,3.5,0.0,360.0,228000.0,606,5760.0,0,0,0,0,2,0,0,0,0,0
126500,4.99,2408.0,360.0,158000.0,694,4560.0,0,1,0,0,3,0,0,0,0,0
186500,2.875,5371.94,360.0,208000.0,778,4320.0,0,0,0,0,4,2,1,0,0,0
206500,3.5,4970.22,360.0,278000.0,758,2460.0,0,0,0,0,2,0,1,0,0,0
26500,3.99,2596.45,360.0,38000.0,646,840.0,0,0,0,0,4,0,1,0,0,1
346500,3.625,519.45,360.0,808000.0,889,7620.0,0,0,0,0,4,0,0,0,0,0
246500,3.875,406.2,360.0,478000.0,741,7800.0,0,0,0,0,4,1,0,0,0,0
136500,4.75,1302.75,360.0,138000.0,749,2880.0,0,0,0,0,1,1,1,0,0,0
506500,4.0,0.0,360.0,548000.0,900,4800.0,0,0,0,0,4,1,0,0,0,0
316500,4.625,1571.0,360.0,378000.0,856,4200.0,0,0,0,0,1,1,0,0,0,0
466500,3.125,2201.46,360.0,738000.0,632,5760.0,0,0,0,0,6,0,0,0,0,0
266500,3.125,2596.45,360.0,298000.0,574,660.0,0,1,0,0,3,3,0,0,0,0
206500,3.875,5061.12,180.0,298000.0,787,5400.0,0,0,0,0,3,0,0,0,0,0
206500,3.75,0.0,180.0,248000.0,838,5760.0,0,0,0,0,3,0,1,0,0,0
656500,3.125,1195.65,180.0,748000.0,853,17100.0,0,0,0,0,2,0,0,0,0,0
266500,4.375,4175.0,360.0,438000.0,602,6720.0,0,0,0,0,6,0,0,0,0,0
376500,3.99,4977.5,360.0,558000.0,557,27660.0,0,0,0,0,3,0,0,0,0,0
396500,3.875,3743.36,360.0,608000.0,810,5880.0,0,0,0,0,1,1,0,0,0,0
556500,3.625,3000.0,360.0,628000.0,879,9660.0,0,0,0,0,2,0,0,0,0,0
136500,3.99,2596.45,360.0,138000.0,615,3960.0,0,0,0,0,2,0,1,0,0,1
216500,3.875,3487.0,300.0,228000.0,652,5340.0,0,0,0,0,1,1,0,0,0,0
806500,3.99,2596.45,360.0,1078000.0,558,25440.0,0,0,0,0,6,0,0,2,0,1
216500,3.99,2596.45,324.0,418000.0,813,2460.0,0,0,0,0,3,0,0,0,0,1
556500,3.99,2596.45,360.0,1008000.0,774,9300.0,0,0,0,0,6,1,0,0,0,1
416500,3.99,2596.45,360.0,558000.0,619,3540.0,0,0,0,0,3,1,0,0,0,1
76500,3.99,2596.45,360.0,88000.0,867,2340.0,0,0,0,0,5,1,0,0,0,1
166500,3.5,2497.39,360.0,208000.0,501,5760.0,0,0,0,0,1,0,0,0,0,0
726500,3.49,2596.45,360.0,948000.0,713,5760.0,0,0,0,0,3,0,0,0,0,0
376500,3.75,7746.88,240.0,498000.0,797,12720.0,0,0,0,0,2,1,0,0,0,0
106500,4.375,3202.0,360.0,328000.0,814,1980.0,0,0,0,0,5,1,0,0,0,0
406500,3.99,2596.45,180.0,1208000.0,547,0.0,0,0,1,0,6,1,0,1,0,1
586500,3.99,1425.59,360.0,648000.0,680,8760.0,0,0,0,0,2,1,0,0,0,0
146500,3.99,3486.23,360.0,228000.0,556,1620.0,0,0,0,0,4,0,1,0,0,0
106500,4.375,2625.0,360.0,278000.0,798,5820.0,0,0,0,0,3,0,0,0,0,0
266500,3.5,5168.75,240.0,278000.0,504,9780.0,0,0,0,0,2,0,0,0,0,0
106500,4.625,3355.0,360.0,288000.0,623,2700.0,0,0,0,0,5,1,0,0,0,0
556500,4.18,2194.09,360.0,588000.0,605,5580.0,0,0,0,0,3,0,0,0,0,0
256500,3.99,2596.45,180.0,378000.0,550,10440.0,0,0,0,0,4,0,0,1,0,1
406500,4.875,0.0,360.0,518000.0,798,7140.0,0,0,0,0,2,1,0,0,0,0
126500,3.49,2037.04,180.0,158000.0,845,7800.0,0,0,0,0,4,1,1,0,0,0
206500,3.625,0.0,360.0,238000.0,899,5280.0,0,0,0,0,3,0,1,0,0,0
436500,3.75,240.0,360.0,468000.0,816,5760.0,0,1,1,0,2,1,0,0,0,0
256500,3.99,2596.45,360.0,418000.0,831,2040.0,0,1,0,0,5,0,0,0,0,1
176500,3.875,3813.65,360.0,188000.0,723,1980.0,0,0,0,0,2,1,0,0,0,0
246500,3.625,0.0,360.0,378000.0,587,5760.0,0,0,0,0,4,0,1,0,0,0
136500,3.99,2596.45,360.0,198000.0,663,4200.0,0,0,0,0,4,1,0,0,0,1
46500,3.99,2596.45,360.0,198000.0,883,720.0,0,0,0,0,4,1,1,0,0,1
536500,4.375,7937.5,360.0,1158000.0,590,7200.0,0,0,0,0,4,0,0,0,0,0
306500,3.99,2596.45,360.0,508000.0,867,3600.0,0,1,0,0,3,2,0,0,0,1
256500,4.375,3963.89,360.0,288000.0,826,5820.0,0,0,0,0,4,1,0,1,0,0
196500,3.125,4745.63,144.0,278000.0,789,7800.0,0,0,0,0,4,1,0,0,0,0
76500,4.125,2871.25,360.0,98000.0,827,1500.0,0,0,0,0,1,0,0,0,0,0
256500,3.99,2596.45,360.0,328000.0,862,5640.0,0,1,0,0,3,2,0,0,0,1
156500,3.99,4437.5,360.0,308000.0,763,2460.0,0,0,0,0,3,1,0,0,0,0
306500,3.75,0.0,348.0,358000.0,716,3960.0,0,0,0,0,1,1,0,0,0,0
486500,4.0,0.0,360.0,678000.0,662,15540.0,0,0,0,0,2,1,0,0,0,0
316500,3.875,0.0,360.0,358000.0,787,5760.0,0,0,0,0,4,1,1,0,0,0
396500,3.99,7764.2,360.0,618000.0,500,7680.0,0,0,0,0,4,0,0,0,0,0
156500,4.75,3500.0,360.0,478000.0,854,4800.0,0,0,0,0,3,0,0,0,0,0
496500,3.0,348.47,360.0,1008000.0,898,8460.0,0,0,0,0,2,2,1,0,0,0
636500,3.99,2596.45,360.0,418000.0,612,19380.0,0,0,0,0,2,0,0,0,0,1
286500,4.125,0.0,360.0,298000.0,866,5760.0,0,0,0,0,3,1,1,0,0,0
366500,4.25,397.35,360.0,388000.0,750,6300.0,0,0,0,0,3,1,0,0,0,0
256500,3.99,7531.88,360.0,378000.0,606,3900.0,0,0,0,0,4,0,0,0,0,0
176500,3.99,2596.45,360.0,168000.0,819,2700.0,0,0,0,0,2,1,1,0,0,1
486500,3.625,9670.9,360.0,568000.0,626,6300.0,0,0,0,0,2,3,1,0,0,0
296500,3.5,2298.41,360.0,298000.0,836,5160.0,0,0,1,0,2,1,0,0,0,0
1106500,3.99,25639.75,360.0,1408000.0,864,11700.0,0,1,0,0,3,1,0,0,0,0
146500,4.375,4982.5,360.0,218000.0,774,4500.0,0,0,0,0,2,1,0,0,0,0
366500,3.99,2596.45,360.0,418000.0,531,12000.0,0,0,0,0,4,0,0,0,0,1
196500,3.99,0.0,180.0,238000.0,640,5760.0,0,0,0,0,5,0,1,0,0,0
346500,3.625,4615.74,360.0,638000.0,847,6960.0,0,0,0,0,2,1,0,0,0,0
116500,4.875,1815.75,360.0,148000.0,696,1860.0,0,0,0,0,0,1,0,0,0,0
146500,3.875,3056.25,240.0,278000.0,581,2400.0,0,0,0,0,4,0,0,0,0,0
696500,3.875,672.6,360.0,758000.0,520,12180.0,0,0,0,0,2,0,0,0,0,0
266500,3.375,3735.95,180.0,688000.0,615,9660.0,0,0,0,0,3,0,0,0,0,0
156500,4.375,4037.5,180.0,248000.0,751,3960.0,0,1,0,0,4,2,0,0,0,0
256500,3.99,2596.45,360.0,388000.0,785,2280.0,0,0,0,1,4,0,0,0,0,1
486500,3.875,918.75,360.0,638000.0,828,6120.0,0,0,0,0,6,1,0,0,0,0
306500,4.75,1916.89,360.0,328000.0,761,7080.0,0,1,0,0,4,0,0,0,0,0
496500,3.625,53.7,360.0,578000.0,820,10380.0,0,0,0,0,4,1,1,0,0,0
306500,4.125,2596.45,360.0,628000.0,730,9840.0,0,0,0,0,2,1,0,0,0,0
176500,3.875,0.0,360.0,208000.0,718,5760.0,0,0,0,0,4,1,1,0,0,0
176500,3.875,4208.0,324.0,298000.0,870,3660.0,0,0,0,0,2,0,0,0,0,0
346500,3.625,0.0,360.0,1158000.0,891,6720.0,0,0,0,0,0,0,0,0,0,0
476500,2.99,4671.0,360.0,718000.0,821,5760.0,0,0,0,0,3,1,0,0,0,0
286500,3.99,2596.45,360.0,418000.0,566,6780.0,0,0,0,0,3,1,0,0,0,1
316500,4.75,2596.45,360.0,348000.0,613,6600.0,0,0,0,0,3,1,0,0,0,0
606500,3.875,908.25,360.0,698000.0,653,6720.0,0,0,0,0,4,1,0,0,0,0
436500,3.99,2596.45,360.0,548000.0,552,10920.0,0,0,0,0,4,0,0,0,0,1
256500,3.875,5328.75,300.0,348000.0,559,3300.0,0,0,0,0,4,0,0,0,0,0
146500,5.25,1150.0,360.0,218000.0,506,9000.0,0,0,0,0,4,1,0,2,0,0
246500,3.99,2596.45,360.0,278000.0,703,4200.0,0,0,0,0,5,0,1,0,0,1
396500,3.99,2596.45,360.0,468000.0,793,3420.0,0,0,0,0,2,0,0,0,0,1
306500,4.75,1690.0,240.0,428000.0,710,5520.0,0,0,0,0,2,1,0,0,0,0
646500,3.625,15706.25,240.0,1858000.0,661,17400.0,0,0,0,0,3,0,0,0,0,0
286500,3.99,2596.45,360.0,338000.0,552,2940.0,0,1,0,0,3,0,1,0,0,1
486500,4.56,1104.07,360.0,628000.0,846,7320.0,0,0,0,0,2,0,0,0,0,0
466500,4.5,536.68,360.0,488000.0,818,6720.0,0,0,0,0,3,1,0,0,0,0
396500,3.99,2596.45,360.0,478000.0,629,4260.0,0,0,0,0,4,0,1,0,0,1
236500,3.99,2596.45,360.0,418000.0,567,5400.0,0,0,0,0,2,0,0,0,0,1
426500,3.25,2322.14,360.0,588000.0,583,7440.0,0,0,0,0,2,0,0,0,0,0
306500,3.99,2596.45,360.0,528000.0,893,4800.0,0,0,0,1,5,0,0,0,0,1
206500,3.99,2509.25,360.0,218000.0,656,6120.0,0,0,0,0,3,1,0,0,0,0
266500,3.75,789.74,360.0,278000.0,747,3480.0,0,0,0,0,4,1,0,0,0,0
556500,3.625,6357.72,360.0,828000.0,890,9000.0,0,0,0,0,3,1,0,0,0,0
186500,3.99,2596.45,360.0,258000.0,619,4140.0,0,1,0,0,2,0,0,0,0,1
696500,5.5,4600.0,360.0,1158000.0,542,14580.0,0,0,0,0,3,0,0,0,0,0
416500,3.99,2596.45,360.0,488000.0,703,12420.0,0,0,0,1,4,0,0,0,0,1
166500,3.5,3353.75,360.0,288000.0,558,2460.0,0,0,0,0,3,1,0,0,0,0
